product_id,store_id,order_date,selling_price,customer_id,order_id
P0090,S0074,16-03-2024,367,123501125,1111129203
P0324,S0068,02-09-2022,1606,123544355,1111175667
P0715,S0071,05-07-2023,521,123521615,1111186304
P0260,S0030,21-01-2024,2704,123486953,1111117905
P0050,S0055,06-06-2022,599,123508669,1111160739
P0280,S0012,18-10-2023,2496,123535363,1111124057
P0206,S0087,08-02-2023,4208,123539424,1111179379
P0466,S0072,12-06-2023,3526,123469348,1111128612
P0260,S0024,13-01-2021,1591,123461326,1111121341
P0083,S0073,26-03-2024,480,123525551,1111157313
P0400,S0081,12-11-2023,4714,123529848,1111154360
P0211,S0112,17-02-2023,444,123484484,1111154611
P0663,S0087,21-08-2023,3307,123483313,1111144355
P0311,S0041,08-11-2021,2376,123524983,1111152925
P0679,S0097,15-09-2023,3063,123556992,1111136306
P0333,S0012,18-07-2022,4314,123545195,1111180301
P0711,S0010,06-01-2024,996,123534447,1111150728
P0277,S0138,31-03-2023,1977,123503249,1111159314
P0406,S0048,20-08-2021,1867,123528945,1111140193
P0054,S0065,13-03-2022,3849,123546090,1111156174
P0376,S0023,10-04-2024,3626,123471102,1111150436
P0061,S0023,28-10-2023,1574,123549453,1111125784
P0186,S0108,31-07-2022,3193,123508471,1111148733
P0132,S0101,21-12-2022,3127,123528443,1111138276
P0083,S0038,14-08-2023,574,123464924,1111183417
P0083,S0048,07-04-2022,609,123555793,1111117801
P0054,S0110,21-02-2021,3705,123559100,1111178445
P0197,S0069,26-01-2021,475,123530195,1111181762
P0130,S0113,09-05-2021,3619,123538862,1111123224
P0428,S0118,08-03-2024,4647,123551207,1111159135
P0256,S0020,11-05-2023,345,123489618,1111169023
P0242,S0078,29-01-2024,1882,123466806,1111158167
P0103,S0023,25-05-2022,1159,123482293,1111118919
P0035,S0039,11-07-2023,4151,123470852,1111123262
P0448,S0094,24-11-2021,1056,123566645,1111120781
P0639,S0107,17-01-2023,4355,123501382,1111155940
P0614,S0115,23-12-2023,2681,123561572,1111124253
P0608,S0094,16-07-2023,4205,123477258,1111172403
P0739,S0097,04-06-2023,690,123463026,1111154326
P0614,S0023,22-11-2022,4839,123493461,1111116271
P0553,S0066,23-04-2021,3872,123470627,1111140507
P0572,S0140,05-09-2021,3542,123565212,1111167127
P0428,S0029,19-12-2021,4521,123562677,1111147699
P0694,S0023,23-12-2022,1322,123531415,1111177527
P0059,S0004,29-03-2022,2384,123482501,1111160255
P0341,S0020,13-10-2023,907,123524713,1111170873
P0226,S0062,02-04-2022,4038,123545135,1111111146
P0658,S0110,11-12-2023,941,123474517,1111169646
P0436,S0002,22-01-2023,833,123470988,1111125941
P0067,S0025,21-05-2022,3850,123505922,1111126806
P0448,S0067,01-01-2023,1870,123533820,1111120008
P0077,S0115,21-11-2023,3322,123465833,1111128895
P0260,S0131,08-02-2021,1373,123494781,1111168821
P0729,S0066,26-10-2023,1633,123538168,1111180576
P0664,S0131,07-09-2021,2740,123511252,1111134846
P0489,S0085,05-06-2022,107,123517281,1111165961
P0572,S0013,18-04-2022,4600,123498031,1111116633
P0455,S0094,04-10-2021,2320,123501567,1111168755
P0614,S0086,15-10-2022,3655,123494036,1111121038
P0222,S0110,06-09-2022,2652,123562384,1111176496
P0642,S0016,19-03-2024,1666,123557713,1111171648
P0694,S0138,14-10-2021,3994,123509699,1111129669
P0293,S0031,28-01-2023,3027,123557453,1111169919
P0116,S0106,17-11-2022,1402,123549851,1111136906
P0475,S0062,08-04-2021,4439,123461344,1111126621
P0635,S0097,06-08-2023,1794,123508253,1111126433
P0655,S0040,03-04-2022,1913,123540793,1111155119
P0061,S0142,01-04-2021,4044,123559579,1111150052
P0395,S0115,24-01-2024,649,123566470,1111156587
P0108,S0107,27-10-2021,2093,123465415,1111150648
P0399,S0051,14-04-2023,4899,123533229,1111128638
P0233,S0064,09-08-2021,3154,123505070,1111145608
P0544,S0053,02-07-2023,2501,123545942,1111132192
P0125,S0040,15-02-2021,2274,123531390,1111124571
P0261,S0113,25-03-2022,4931,123560644,1111151339
P0371,S0002,29-06-2023,4182,123528035,1111181137
P0059,S0061,13-06-2021,1651,123478368,1111182049
P0733,S0004,05-01-2023,1091,123493573,1111153087
P0680,S0110,20-06-2022,2992,123550205,1111147726
P0665,S0140,13-12-2023,4786,123564648,1111169761
P0718,S0032,11-05-2021,1211,123546173,1111116071
P0182,S0121,16-05-2022,427,123527622,1111170882
P0198,S0040,17-11-2021,1145,123501044,1111122359
P0317,S0138,08-02-2023,4969,123527346,1111131469
P0129,S0017,23-10-2021,3801,123545380,1111173350
P0369,S0048,28-04-2023,2270,123532787,1111121446
P0186,S0085,21-03-2021,2273,123516340,1111178586
P0125,S0014,01-04-2024,4116,123509545,1111131289
P0223,S0144,19-12-2021,4372,123458068,1111132788
P0103,S0129,16-07-2023,2450,123566078,1111168649
P0055,S0144,24-09-2022,441,123471272,1111147754
P0642,S0113,10-04-2021,2026,123469909,1111156850
P0212,S0133,15-01-2024,4982,123518708,1111164504
P0311,S0135,11-04-2022,756,123479177,1111176798
P0201,S0020,08-10-2021,4479,123493515,1111179843
P0061,S0088,06-10-2022,1587,123469242,1111176702
P0735,S0070,26-10-2021,2009,123512124,1111121687
P0156,S0087,04-04-2022,2063,123562690,1111181691
P0277,S0126,14-01-2021,1834,123527755,1111182174
P0296,S0012,03-04-2023,750,123560255,1111160144
P0439,S0125,04-04-2023,4099,123457985,1111158159
P0324,S0068,29-04-2024,111,123535735,1111131590
P0035,S0081,17-07-2023,4227,123545840,1111146914
P0391,S0051,12-04-2021,2246,123498280,1111154915
P0454,S0126,21-12-2021,1764,123560205,1111144277
P0718,S0142,21-05-2021,4047,123457895,1111157288
P0704,S0109,13-12-2021,631,123560775,1111181963
P0015,S0063,12-12-2023,2556,123562449,1111112204
P0730,S0061,25-01-2021,1818,123552667,1111146301
P0390,S0101,22-08-2021,4033,123503503,1111147689
P0602,S0013,25-03-2024,3640,123466970,1111169724
P0116,S0107,28-11-2022,758,123557168,1111153545
P0425,S0103,17-03-2022,4460,123502590,1111182130
P0664,S0137,22-06-2023,2504,123465500,1111154369
P0536,S0120,08-03-2024,4569,123525873,1111127269
P0358,S0097,18-02-2022,1484,123548363,1111125418
P0042,S0023,05-08-2022,1466,123557167,1111159541
P0658,S0102,17-03-2022,4133,123561700,1111144804
P0117,S0104,20-02-2024,675,123484492,1111184592
P0336,S0063,14-11-2023,1189,123505340,1111126248
P0296,S0085,21-09-2022,1399,123498888,1111135695
P0219,S0023,25-03-2022,4898,123558073,1111126377
P0533,S0065,12-06-2022,2439,123490564,1111150574
P0400,S0067,20-02-2021,4144,123498207,1111112900
P0481,S0028,04-02-2021,4686,123524169,1111163170
P0241,S0012,15-05-2023,4909,123530370,1111135683
P0452,S0111,21-04-2021,2970,123555292,1111163706
P0372,S0130,16-03-2023,2543,123493420,1111159650
P0171,S0132,27-11-2022,2620,123470898,1111122939
P0336,S0112,15-10-2022,4778,123496992,1111157992
P0703,S0056,31-03-2022,2814,123564852,1111147774
P0735,S0022,16-09-2021,2116,123507460,1111114335
P0490,S0139,29-12-2022,4710,123518366,1111134640
P0297,S0061,28-01-2023,519,123531121,1111178846
P0660,S0049,04-02-2023,950,123523515,1111127838
P0358,S0108,12-07-2022,2451,123522687,1111122415
P0412,S0101,05-09-2021,879,123495041,1111171554
P0400,S0032,25-02-2023,1378,123563817,1111177738
P0099,S0056,20-03-2022,1470,123502757,1111174602
P0116,S0032,25-06-2021,204,123511708,1111131697
P0114,S0080,04-04-2021,833,123533132,1111176755
P0390,S0110,24-02-2022,940,123530630,1111120549
P0549,S0008,02-07-2021,2265,123503350,1111159989
P0572,S0079,14-04-2022,1106,123560682,1111160949
P0321,S0001,27-01-2024,2047,123547502,1111174906
P0129,S0124,02-04-2023,2721,123485319,1111161715
P0227,S0020,04-04-2024,1498,123553158,1111127946
P0110,S0097,25-07-2021,1905,123475099,1111166343
P0534,S0048,21-02-2022,4300,123520062,1111125543
P0699,S0108,17-03-2021,1408,123543368,1111134000
P0330,S0018,25-09-2021,1514,123475326,1111123354
P0103,S0107,04-04-2022,3189,123566650,1111135071
P0689,S0034,05-11-2022,139,123499291,1111135167
P0611,S0084,04-10-2021,4267,123524884,1111121799
P0183,S0115,05-12-2022,1430,123557201,1111116523
P0035,S0012,08-01-2024,1642,123490097,1111111417
P0572,S0018,07-10-2023,1997,123555494,1111179339
P0575,S0056,29-10-2022,1394,123509356,1111174621
P0400,S0049,03-03-2023,1281,123526253,1111178482
P0663,S0108,12-01-2023,2648,123548370,1111126856
P0640,S0094,19-12-2022,2996,123528426,1111117742
P0412,S0137,08-06-2022,2986,123485983,1111123541
P0313,S0133,30-07-2023,1565,123467500,1111187860
P0372,S0016,07-09-2021,4936,123520317,1111138257
P0129,S0092,08-03-2022,1743,123541986,1111156169
P0635,S0044,03-07-2023,1552,123537046,1111156738
P0470,S0088,26-01-2021,1975,123553532,1111130043
P0680,S0033,29-12-2021,2812,123486019,1111181857
P0438,S0058,08-10-2021,153,123520516,1111127981
P0642,S0072,17-03-2021,3212,123468478,1111176993
P0413,S0067,04-09-2022,696,123545823,1111182881
P0712,S0133,27-06-2023,2446,123546432,1111176557
P0654,S0108,05-04-2021,4782,123464143,1111180310
P0470,S0103,22-11-2023,3048,123554023,1111159531
P0503,S0104,09-07-2021,1062,123529408,1111187494
P0234,S0104,24-02-2024,1689,123467507,1111138983
P0102,S0085,04-02-2024,3155,123463569,1111128313
P0611,S0100,02-10-2021,146,123566702,1111178196
P0660,S0049,26-02-2022,4498,123469892,1111156277
P0735,S0012,22-11-2023,3993,123478161,1111117330
P0747,S0087,15-05-2023,3974,123519368,1111151657
P0442,S0055,10-09-2023,3346,123467028,1111178491
P0639,S0099,14-04-2022,3071,123494244,1111131728
P0598,S0065,03-11-2021,2046,123464525,1111160023
P0087,S0048,17-07-2022,4119,123476423,1111157448
P0037,S0065,30-03-2024,310,123489373,1111162253
P0628,S0024,20-03-2023,2134,123522635,1111135791
P0587,S0139,09-04-2023,3607,123481061,1111129721
P0598,S0058,20-10-2023,3392,123546538,1111186372
P0275,S0012,07-01-2024,1593,123548498,1111131568
P0528,S0050,24-02-2022,1443,123544571,1111165715
P0048,S0056,18-07-2021,2121,123542766,1111160804
P0591,S0024,22-02-2023,190,123489348,1111123274
P0163,S0019,19-04-2024,3185,123501395,1111126510
P0715,S0050,04-07-2022,3333,123557102,1111162840
P0657,S0142,31-03-2021,4272,123551360,1111115285
P0026,S0087,22-09-2023,2942,123480596,1111181081
P0372,S0021,27-09-2021,1082,123551176,1111123911
P0491,S0002,08-08-2023,2867,123522963,1111130973
P0103,S0083,16-06-2022,3096,123537586,1111113150
P0252,S0071,20-03-2024,3644,123467934,1111161389
P0732,S0038,29-06-2021,4879,123524842,1111136521
P0280,S0004,03-02-2021,2035,123493366,1111111138
P0204,S0123,17-01-2021,1765,123486505,1111133766
P0548,S0050,01-07-2021,4318,123532041,1111173049
P0198,S0093,07-06-2023,1870,123553840,1111152242
P0285,S0028,30-06-2022,2342,123543236,1111163777
P0220,S0049,25-12-2021,1508,123474601,1111176285
P0500,S0135,16-02-2024,544,123508754,1111179343
P0640,S0106,08-12-2022,2063,123546623,1111134937
P0590,S0131,20-10-2023,738,123457773,1111139701
P0212,S0027,07-08-2023,2845,123481768,1111141500
P0046,S0133,20-03-2022,3379,123492003,1111119834
P0353,S0088,22-10-2023,546,123513740,1111165968
P0324,S0123,11-10-2023,226,123564785,1111179210
P0729,S0013,04-02-2021,3175,123556654,1111122673
P0226,S0085,03-02-2023,3841,123473549,1111126320
P0054,S0094,11-05-2022,2508,123527472,1111135039
P0241,S0001,20-04-2022,1731,123497686,1111111481
P0536,S0144,21-10-2022,3530,123497680,1111141017
P0269,S0033,01-01-2023,2807,123489118,1111181113
P0348,S0074,14-01-2023,2953,123456905,1111117622
P0606,S0072,30-11-2022,1398,123465157,1111181764
P0602,S0055,03-03-2023,235,123507396,1111170901
P0283,S0052,07-03-2023,3379,123538639,1111123798
P0456,S0069,01-07-2023,528,123511991,1111144723
P0506,S0084,14-08-2022,4292,123546232,1111116305
P0634,S0108,05-02-2024,1418,123554037,1111180331
P0377,S0067,01-06-2023,801,123543254,1111185832
P0223,S0012,16-08-2021,2218,123560339,1111160425
P0412,S0094,19-11-2023,3182,123536291,1111182513
P0628,S0072,04-04-2023,1132,123534371,1111182723
P0704,S0022,23-11-2022,2073,123488347,1111117317
P0364,S0071,12-07-2023,2236,123496806,1111147884
P0417,S0142,01-08-2021,879,123560377,1111147170
P0714,S0062,18-12-2022,4202,123558069,1111166715
P0400,S0133,20-12-2022,4936,123565906,1111131964
P0712,S0024,23-12-2023,4978,123512132,1111187774
P0356,S0029,15-03-2021,767,123534815,1111130147
P0483,S0133,21-07-2021,2715,123560929,1111140265
P0690,S0091,18-09-2022,4647,123545736,1111121246
P0090,S0060,07-07-2021,1261,123536151,1111143768
P0614,S0060,14-09-2021,4302,123497195,1111113801
P0536,S0116,20-02-2021,767,123553322,1111151043
P0551,S0127,18-06-2023,3717,123517852,1111129937
P0188,S0097,04-10-2023,3503,123470893,1111170325
P0296,S0120,14-01-2021,864,123458004,1111170855
P0035,S0123,16-12-2023,2977,123551692,1111123111
P0362,S0065,16-09-2021,3118,123550630,1111142526
P0015,S0087,01-04-2024,3756,123476206,1111129947
P0361,S0085,28-11-2023,4635,123554912,1111149020
P0730,S0048,30-03-2022,4649,123537806,1111144384
P0512,S0129,15-02-2021,340,123495366,1111152899
P0187,S0062,30-11-2022,1703,123531548,1111157857
P0639,S0133,22-04-2023,4170,123494870,1111153562
P0435,S0029,24-05-2022,4376,123461402,1111181295
P0684,S0129,26-11-2022,124,123541650,1111156997
P0376,S0051,08-07-2021,2195,123535737,1111180864
P0639,S0121,01-10-2023,579,123527220,1111140591
P0694,S0002,29-03-2024,103,123543814,1111127764
P0033,S0066,10-04-2022,1696,123553843,1111187482
P0536,S0082,11-03-2023,1269,123487440,1111149210
P0140,S0038,19-09-2022,3290,123533725,1111186691
P0073,S0110,06-03-2024,4047,123549066,1111137724
P0483,S0005,27-01-2024,3189,123533797,1111123610
P0268,S0095,26-07-2021,1319,123549640,1111164301
P0165,S0102,25-12-2023,2976,123483427,1111138751
P0405,S0082,15-09-2023,2145,123556433,1111118273
P0435,S0063,18-11-2022,3514,123566793,1111124284
P0663,S0049,29-08-2022,4198,123538959,1111147617
P0092,S0085,03-12-2022,2544,123458245,1111133850
P0569,S0107,15-09-2022,2417,123513908,1111154176
P0260,S0018,08-04-2022,836,123510705,1111129428
P0657,S0051,29-07-2023,3365,123539747,1111159218
P0373,S0125,11-02-2022,2711,123481658,1111185555
P0066,S0013,07-09-2023,1007,123488982,1111117272
P0436,S0099,24-09-2021,2507,123494791,1111175920
P0436,S0010,11-06-2023,4789,123505125,1111140246
P0729,S0066,10-05-2021,4681,123472982,1111125635
P0694,S0069,21-08-2021,2386,123500579,1111164056
P0662,S0066,28-08-2023,4411,123485370,1111128641
P0635,S0026,30-12-2023,4688,123499572,1111166581
P0333,S0138,15-01-2021,3668,123532205,1111114662
P0419,S0042,07-03-2024,2855,123488750,1111178938
P0260,S0099,03-02-2023,2649,123565289,1111150163
P0140,S0107,16-01-2023,2978,123484584,1111141662
P0436,S0004,23-04-2024,2115,123554394,1111113165
P0277,S0138,20-06-2022,4731,123520259,1111111128
P0732,S0026,28-08-2023,1267,123503473,1111116514
P0642,S0095,07-12-2021,842,123487769,1111181468
P0351,S0042,21-10-2021,1312,123506485,1111114583
P0527,S0113,05-09-2022,512,123528307,1111182659
P0100,S0001,26-03-2023,4466,123502145,1111127201
P0524,S0085,10-10-2023,4855,123496533,1111147156
P0171,S0040,29-01-2021,2513,123561721,1111173665
P0100,S0005,10-04-2023,4853,123538866,1111158314
P0280,S0078,30-06-2021,2414,123513120,1111156759
P0679,S0140,10-12-2023,2315,123460976,1111183234
P0437,S0061,29-04-2021,4882,123497246,1111144842
P0503,S0001,01-05-2021,811,123501551,1111178390
P0425,S0048,19-06-2022,1130,123514397,1111153775
P0655,S0001,13-06-2022,871,123511924,1111185399
P0201,S0022,05-07-2023,3566,123529802,1111180660
P0477,S0094,13-03-2021,2259,123485145,1111159255
P0131,S0143,21-01-2024,4277,123556136,1111117985
P0266,S0008,27-08-2023,1546,123527119,1111174169
P0563,S0038,01-06-2021,1653,123558751,1111156752
P0373,S0004,16-04-2024,1160,123494712,1111165152
P0390,S0048,29-04-2024,815,123503266,1111129424
P0140,S0135,20-01-2023,4748,123508151,1111141888
P0184,S0040,28-12-2021,1031,123470029,1111170200
P0611,S0095,18-12-2022,907,123516702,1111161136
P0382,S0026,15-01-2024,3756,123481610,1111176305
P0265,S0078,21-03-2023,3716,123504607,1111133761
P0412,S0012,21-02-2021,3323,123490712,1111147967
P0536,S0116,22-12-2023,2637,123503508,1111177757
P0641,S0062,14-04-2023,2071,123469592,1111161227
P0682,S0069,06-04-2022,900,123465053,1111125291
P0061,S0108,19-11-2021,3004,123541680,1111140058
P0438,S0065,27-09-2022,2910,123494034,1111117399
P0169,S0117,26-06-2021,616,123543343,1111129911
P0087,S0050,29-04-2022,2644,123494892,1111138389
P0435,S0129,03-06-2021,2453,123554094,1111163881
P0582,S0122,06-07-2021,118,123515019,1111165397
P0453,S0036,31-01-2024,224,123529426,1111139046
P0616,S0069,22-02-2022,1207,123497042,1111112389
P0280,S0125,08-04-2023,1589,123469410,1111161332
P0102,S0048,25-05-2021,3101,123534518,1111128301
P0477,S0096,20-07-2023,4860,123531196,1111115613
P0427,S0035,20-05-2021,1704,123543907,1111186884
P0212,S0085,24-10-2022,3871,123490618,1111163262
P0219,S0056,02-05-2021,4063,123457280,1111117773
P0197,S0132,16-12-2023,1573,123494503,1111162580
P0237,S0001,23-08-2023,3268,123540456,1111163636
P0261,S0128,07-01-2023,2588,123511593,1111162258
P0269,S0042,06-06-2021,1665,123466246,1111168825
P0499,S0036,30-03-2022,3209,123520179,1111159054
P0738,S0095,11-02-2023,3029,123560405,1111168699
P0114,S0083,22-02-2021,3690,123544605,1111124589
P0373,S0004,18-04-2022,1481,123463077,1111167642
P0524,S0040,12-06-2021,3856,123482791,1111181373
P0428,S0118,05-01-2022,3760,123485096,1111161637
P0045,S0126,29-04-2023,299,123468099,1111170311
P0747,S0042,06-04-2021,4718,123498554,1111125963
P0389,S0062,31-10-2021,3125,123475172,1111157776
P0663,S0053,11-12-2021,1383,123515922,1111157493
P0389,S0048,11-06-2021,3906,123499188,1111139951
P0280,S0102,20-01-2021,2112,123534928,1111143930
P0587,S0091,04-03-2024,1599,123502688,1111115371
P0345,S0010,02-11-2023,1416,123516016,1111113585
P0548,S0036,13-05-2023,1642,123529287,1111152885
P0611,S0024,20-05-2021,3295,123538463,1111180044
P0413,S0031,03-12-2021,2092,123557378,1111165928
P0018,S0071,13-12-2021,3207,123501679,1111140836
P0419,S0028,27-10-2023,3532,123555726,1111132580
P0705,S0020,11-05-2021,4499,123554821,1111173560
P0358,S0126,10-01-2024,2910,123460917,1111114399
P0184,S0013,28-04-2023,1315,123503759,1111167475
P0690,S0056,03-09-2023,1575,123514182,1111111112
P0639,S0094,12-10-2022,3494,123546003,1111117505
P0353,S0119,29-07-2022,3382,123464381,1111136625
P0454,S0023,04-06-2021,502,123536241,1111149755
P0096,S0132,22-04-2021,105,123492299,1111161142
P0477,S0028,02-01-2024,980,123487389,1111145744
P0294,S0045,12-05-2023,3971,123531423,1111155246
P0126,S0038,03-12-2022,3729,123537272,1111130360
P0269,S0091,10-10-2023,4569,123517000,1111154878
P0477,S0028,26-03-2021,1935,123537741,1111113305
P0251,S0085,22-03-2024,984,123554754,1111129268
P0103,S0062,29-12-2021,1330,123563701,1111160609
P0711,S0129,10-04-2022,4069,123526521,1111159714
P0658,S0107,04-12-2022,3865,123504230,1111163188
P0324,S0105,27-04-2023,4320,123524636,1111169719
P0116,S0058,06-03-2023,3871,123554737,1111180967
P0712,S0102,08-03-2021,3156,123523727,1111120822
P0402,S0102,31-01-2024,3589,123482322,1111113226
P0055,S0067,25-05-2021,4612,123550333,1111176572
P0129,S0083,17-06-2021,1330,123461576,1111156260
P0574,S0105,11-10-2021,3748,123530483,1111121681
P0733,S0065,22-12-2022,900,123518754,1111172523
P0054,S0012,28-02-2023,787,123516340,1111127798
P0131,S0026,04-10-2022,3749,123475033,1111151553
P0114,S0015,25-03-2023,128,123472468,1111128444
P0718,S0035,01-01-2024,1580,123469128,1111172505
P0694,S0087,16-02-2021,3796,123494880,1111112964
P0412,S0088,27-12-2023,106,123564054,1111115961
P0446,S0126,11-12-2022,4302,123464328,1111127434
P0216,S0087,23-05-2023,1758,123544446,1111133028
P0390,S0023,29-08-2022,194,123536481,1111168627
P0412,S0108,13-12-2021,3948,123543549,1111111860
P0299,S0002,06-06-2023,2385,123492880,1111139119
P0238,S0096,23-04-2023,3499,123525257,1111147226
P0177,S0027,08-02-2022,2235,123507834,1111137308
P0466,S0097,12-05-2023,541,123487493,1111115424
P0340,S0020,06-10-2021,4353,123479298,1111135085
P0536,S0074,16-02-2021,4748,123527845,1111146436
P0364,S0043,31-05-2022,4752,123564403,1111173662
P0391,S0104,19-06-2022,2441,123498524,1111158954
P0553,S0085,02-10-2022,704,123485719,1111127178
P0010,S0065,18-02-2023,4295,123513133,1111169954
P0435,S0048,06-06-2021,4280,123549795,1111131392
P0611,S0056,02-03-2023,1253,123534246,1111168938
P0694,S0141,05-01-2021,1066,123511938,1111134975
P0131,S0080,09-09-2022,3389,123515916,1111122336
P0428,S0107,13-01-2021,4733,123480379,1111129654
P0318,S0135,21-07-2022,4294,123459392,1111149456
P0721,S0056,15-09-2021,3751,123457301,1111184135
P0286,S0144,12-02-2024,644,123565156,1111116256
P0067,S0004,26-11-2021,1744,123519107,1111119019
P0639,S0012,27-04-2024,830,123543569,1111153317
P0051,S0094,01-06-2021,3625,123481182,1111153079
P0151,S0038,17-02-2022,2010,123516118,1111128964
P0426,S0026,15-02-2024,1912,123471287,1111151821
P0313,S0142,02-03-2023,4479,123534309,1111163562
P0347,S0090,08-10-2021,2870,123458564,1111143163
P0279,S0062,23-03-2024,974,123490139,1111135955
P0169,S0110,18-10-2022,1321,123539838,1111148434
P0028,S0063,05-09-2022,4396,123469118,1111168453
P0615,S0042,15-02-2024,1872,123467118,1111145884
P0436,S0081,13-04-2023,2916,123460511,1111172472
P0608,S0108,03-01-2024,2775,123527291,1111120476
P0171,S0034,30-07-2021,2926,123511437,1111180965
P0246,S0068,16-03-2022,3651,123477004,1111149118
P0389,S0035,05-06-2021,213,123526633,1111148334
P0412,S0020,12-09-2023,278,123491560,1111149803
P0435,S0102,10-09-2021,4370,123551805,1111117800
P0592,S0048,01-09-2021,1061,123556099,1111165406
P0536,S0071,02-07-2023,1727,123507959,1111187817
P0260,S0043,28-09-2023,2718,123530266,1111111237
P0665,S0035,13-12-2023,3319,123477211,1111157375
P0317,S0112,10-11-2023,3360,123541231,1111164569
P0551,S0117,01-07-2021,653,123470451,1111123295
P0197,S0020,23-08-2022,2516,123565615,1111142275
P0017,S0015,21-01-2022,2686,123473867,1111168377
P0399,S0104,27-09-2023,2186,123480722,1111170609
P0694,S0087,30-06-2021,4677,123474942,1111168342
P0129,S0126,10-04-2022,366,123537078,1111113241
P0531,S0043,12-08-2023,4600,123492520,1111163856
P0527,S0026,11-10-2021,3005,123534508,1111139454
P0543,S0028,03-10-2022,3097,123539782,1111138555
P0569,S0120,17-11-2023,2037,123518358,1111140809
P0458,S0141,19-08-2022,3325,123538423,1111175214
P0079,S0044,08-07-2023,1659,123501848,1111165348
P0412,S0040,07-10-2021,377,123560385,1111134157
P0042,S0108,07-08-2021,4613,123458478,1111154490
P0733,S0018,30-07-2023,3156,123483174,1111175814
P0639,S0097,02-04-2023,750,123504314,1111165850
P0263,S0085,16-02-2024,715,123476050,1111126843
P0336,S0073,15-11-2023,4159,123533970,1111168722
P0130,S0087,09-08-2023,728,123533285,1111158475
P0549,S0115,30-09-2022,799,123546750,1111170101
P0695,S0084,30-10-2022,829,123465989,1111144095
P0296,S0074,20-04-2021,1968,123480719,1111133530
P0694,S0121,24-08-2022,3721,123546470,1111168505
P0489,S0095,20-10-2023,4699,123512186,1111183502
P0169,S0102,28-04-2022,3036,123546294,1111174646
P0131,S0014,30-12-2023,1588,123539415,1111145238
P0249,S0070,03-09-2022,1792,123513210,1111144443
P0481,S0070,13-11-2022,3266,123562546,1111130981
P0348,S0035,25-04-2021,4451,123517741,1111174461
P0715,S0002,25-11-2021,3203,123530775,1111161382
P0110,S0113,26-07-2021,2705,123461946,1111169972
P0364,S0017,01-03-2021,892,123529564,1111131378
P0087,S0144,03-12-2023,4363,123485713,1111158945
P0431,S0095,20-02-2024,1153,123566546,1111150913
P0026,S0017,10-10-2023,4592,123473553,1111155939
P0672,S0048,20-10-2022,190,123551757,1111186747
P0054,S0055,25-06-2023,3571,123520356,1111121386
P0718,S0110,22-11-2021,4430,123467730,1111164533
P0527,S0088,11-01-2021,1120,123501101,1111144812
P0266,S0055,17-06-2023,4051,123536174,1111144868
P0729,S0130,03-07-2022,1225,123521771,1111130047
P0226,S0115,17-06-2023,701,123530233,1111120569
P0114,S0016,11-04-2024,3822,123517725,1111141420
P0053,S0050,30-01-2022,895,123536211,1111143472
P0195,S0117,21-02-2022,3723,123563808,1111169084
P0567,S0024,31-08-2023,428,123521987,1111185223
P0514,S0069,24-05-2023,1272,123491588,1111160445
P0663,S0122,17-07-2022,916,123527451,1111115324
P0411,S0112,08-02-2024,4496,123521754,1111146022
P0696,S0097,27-08-2023,3020,123466865,1111149822
P0373,S0001,01-08-2021,4259,123537987,1111178171
P0389,S0005,25-12-2023,4488,123492903,1111173438
P0565,S0123,08-02-2024,774,123555100,1111129940
P0129,S0102,04-11-2023,1360,123519562,1111176051
P0431,S0048,10-09-2022,3774,123518235,1111168990
P0490,S0094,26-12-2022,3665,123513031,1111183398
P0437,S0087,22-10-2022,2646,123487837,1111155937
P0116,S0051,06-01-2022,4942,123545057,1111136995
P0055,S0128,04-07-2022,1204,123549261,1111180074
P0390,S0108,02-07-2023,1241,123491674,1111148536
P0456,S0066,18-05-2021,3717,123518445,1111137860
P0212,S0115,02-06-2022,674,123497387,1111174198
P0391,S0143,06-04-2022,2263,123523211,1111147063
P0412,S0072,08-08-2023,4110,123528288,1111131695
P0737,S0031,15-02-2022,1856,123483822,1111146386
P0551,S0028,14-08-2022,2358,123558785,1111139886
P0354,S0102,28-03-2022,3373,123517354,1111164481
P0572,S0105,26-06-2022,745,123553855,1111167673
P0059,S0108,09-12-2022,1774,123469383,1111161810
P0055,S0077,29-07-2021,2703,123523573,1111122285
P0475,S0043,22-01-2021,1442,123481940,1111134920
P0709,S0030,27-06-2022,1505,123486435,1111154751
P0311,S0022,20-01-2023,4828,123552516,1111175790
P0748,S0051,31-12-2021,2499,123564653,1111154839
P0504,S0097,05-08-2023,360,123526254,1111158851
P0611,S0088,10-12-2021,106,123564574,1111166704
P0700,S0066,08-03-2024,1188,123518414,1111174236
P0556,S0028,14-10-2021,4443,123471560,1111160161
P0055,S0051,22-07-2021,1762,123530651,1111160295
P0711,S0093,12-03-2024,2300,123503359,1111116033
P0297,S0013,30-08-2022,4905,123492206,1111151064
P0054,S0050,14-09-2022,1916,123485301,1111156153
P0131,S0070,30-04-2021,2158,123458605,1111117119
P0377,S0016,27-02-2021,3471,123549858,1111138660
P0252,S0062,14-11-2021,1767,123490374,1111135276
P0171,S0111,31-03-2024,2114,123506470,1111172470
P0512,S0056,05-08-2021,2539,123462987,1111178351
P0572,S0126,23-10-2021,1872,123549296,1111133163
P0116,S0062,13-07-2021,1935,123477851,1111141337
P0325,S0094,06-01-2021,220,123548702,1111156720
